File Path,Line Number,Violation Type,Priority,Description,Line Content,Suggested Fix
examples/concurrency/tier2_advanced.asthra,729,auto_type,MEDIUM,Auto type annotation should be explicit type,let channel_pair_result: auto = channels.channel_pair<DataPacket>(buffer_size);,let channel_pair_result: <explicit_type> = channels.channel_pair<DataPacket>(buffer_size);
examples/concurrency/tier2_advanced.asthra,736,auto_type,MEDIUM,Auto type annotation should be explicit type,let producer: auto = spawn_with_handle move || {;,let producer: <explicit_type> = spawn_with_handle move || {;
examples/concurrency/tier2_advanced.asthra,741,auto_type,MEDIUM,Auto type annotation should be explicit type,let consumer: auto = spawn_with_handle move || {;,let consumer: <explicit_type> = spawn_with_handle move || {;
examples/concurrency/tier2_advanced.asthra,746,auto_type,MEDIUM,Auto type annotation should be explicit type,let producer_stats_result: auto = await producer;,let producer_stats_result: <explicit_type> = await producer;
examples/concurrency/tier2_advanced.asthra,747,auto_type,MEDIUM,Auto type annotation should be explicit type,let producer_stats: auto = match producer_stats_result {;,let producer_stats: <explicit_type> = match producer_stats_result {;
examples/concurrency/tier2_advanced.asthra,751,auto_type,MEDIUM,Auto type annotation should be explicit type,let consumer_stats_result: auto = await consumer;,let consumer_stats_result: <explicit_type> = await consumer;
examples/concurrency/tier2_advanced.asthra,752,auto_type,MEDIUM,Auto type annotation should be explicit type,let consumer_stats: auto = match consumer_stats_result {;,let consumer_stats: <explicit_type> = match consumer_stats_result {;
examples/concurrency/tier2_advanced.asthra,757,auto_type,MEDIUM,Auto type annotation should be explicit type,let results: auto = BackpressureResults {;,let results: <explicit_type> = BackpressureResults {;
examples/concurrency/tier2_advanced.asthra,801,auto_type,MEDIUM,Auto type annotation should be explicit type,let packet: auto = DataPacket {;,let packet: <explicit_type> = DataPacket {;
examples/concurrency/tier2_advanced.asthra,807,auto_type,MEDIUM,Auto type annotation should be explicit type,let send_start: auto = get_current_time_ms();,let send_start: <explicit_type> = get_current_time_ms();
examples/concurrency/tier2_advanced.asthra,811,auto_type,MEDIUM,Auto type annotation should be explicit type,let send_time: auto = get_current_time_ms() - send_start;,let send_time: <explicit_type> = get_current_time_ms() - send_start;
examples/concurrency/tier2_advanced.asthra,844,auto_type,MEDIUM,Auto type annotation should be explicit type,let start_time: auto = get_current_time_ms();,let start_time: <explicit_type> = get_current_time_ms();
examples/concurrency/tier2_advanced.asthra,867,auto_type,MEDIUM,Auto type annotation should be explicit type,let total_processing_time: auto = get_current_time_ms() - start_time;,let total_processing_time: <explicit_type> = get_current_time_ms() - start_time;
examples/concurrency/tier2_advanced.asthra,915,empty_params,HIGH,Function with empty parameter list should use (none),fn get_current_time_ms() -> i64 {,fn get_current_time_ms(none) -> i64 {
examples/concurrency/tier2_advanced.asthra,926,empty_params,HIGH,Function with empty parameter list should use (none),"fn main() -> Result<(), string> {","fn main(none) -> Result<(), string> {"
examples/concurrency/tier2_advanced.asthra,931,auto_type,MEDIUM,Auto type annotation should be explicit type,let channel_results_result: auto = example_basic_channels();,let channel_results_result: <explicit_type> = example_basic_channels();
examples/concurrency/tier2_advanced.asthra,932,auto_type,MEDIUM,Auto type annotation should be explicit type,let channel_results: auto = match channel_results_result {;,let channel_results: <explicit_type> = match channel_results_result {;
examples/concurrency/tier2_advanced.asthra,940,auto_type,MEDIUM,Auto type annotation should be explicit type,let multi_results_result: auto = example_multi_producer();,let multi_results_result: <explicit_type> = example_multi_producer();
examples/concurrency/tier2_advanced.asthra,941,auto_type,MEDIUM,Auto type annotation should be explicit type,let multi_results: auto = match multi_results_result {;,let multi_results: <explicit_type> = match multi_results_result {;
examples/concurrency/tier2_advanced.asthra,949,auto_type,MEDIUM,Auto type annotation should be explicit type,let select_results_result: auto = example_select_operations();,let select_results_result: <explicit_type> = example_select_operations();
examples/concurrency/tier2_advanced.asthra,950,auto_type,MEDIUM,Auto type annotation should be explicit type,let select_results: auto = match select_results_result {;,let select_results: <explicit_type> = match select_results_result {;
examples/concurrency/tier2_advanced.asthra,958,auto_type,MEDIUM,Auto type annotation should be explicit type,let pool_results_result: auto = example_worker_pool();,let pool_results_result: <explicit_type> = example_worker_pool();
examples/concurrency/tier2_advanced.asthra,959,auto_type,MEDIUM,Auto type annotation should be explicit type,let pool_results: auto = match pool_results_result {;,let pool_results: <explicit_type> = match pool_results_result {;
examples/concurrency/tier2_advanced.asthra,968,auto_type,MEDIUM,Auto type annotation should be explicit type,let barrier_results_result: auto = example_barrier_synchronization();,let barrier_results_result: <explicit_type> = example_barrier_synchronization();
examples/concurrency/tier2_advanced.asthra,969,auto_type,MEDIUM,Auto type annotation should be explicit type,let barrier_results: auto = match barrier_results_result {;,let barrier_results: <explicit_type> = match barrier_results_result {;
examples/concurrency/tier2_advanced.asthra,978,auto_type,MEDIUM,Auto type annotation should be explicit type,let backpressure_results_result: auto = example_backpressure_control();,let backpressure_results_result: <explicit_type> = example_backpressure_control();
examples/concurrency/tier2_advanced.asthra,979,auto_type,MEDIUM,Auto type annotation should be explicit type,let backpressure_results: auto = match backpressure_results_result {;,let backpressure_results: <explicit_type> = match backpressure_results_result {;
stdlib/fs.asthra,245,auto_type,MEDIUM,Auto type annotation should be explicit type,let mode: auto = if options.create_new {;,let mode: <explicit_type> = if options.create_new {;
stdlib/fs.asthra,255,auto_type,MEDIUM,Auto type annotation should be explicit type,"let file_result: auto = open(path, mode);","let file_result: <explicit_type> = open(path, mode);"
stdlib/fs.asthra,346,auto_type,MEDIUM,Auto type annotation should be explicit type,let options: auto = CopyOptions {;,let options: <explicit_type> = CopyOptions {;
stdlib/fs.asthra,479,auto_type,MEDIUM,Auto type annotation should be explicit type,let bytes_result: auto = self.read_to_end();,let bytes_result: <explicit_type> = self.read_to_end();
stdlib/fs.asthra,483,auto_type,MEDIUM,Auto type annotation should be explicit type,let validation_result: auto = validate_utf8(bytes);,let validation_result: <explicit_type> = validate_utf8(bytes);
stdlib/fs.asthra,486,auto_type,MEDIUM,Auto type annotation should be explicit type,let content: auto = string_from_bytes(bytes);,let content: <explicit_type> = string_from_bytes(bytes);
stdlib/fs.asthra,532,auto_type,MEDIUM,Auto type annotation should be explicit type,"let bytes_read_result: auto = self.read_into_buffer(buffer_ptr, remaining_size);","let bytes_read_result: <explicit_type> = self.read_into_buffer(buffer_ptr, remaining_size);"
stdlib/fs.asthra,555,auto_type,MEDIUM,Auto type annotation should be explicit type,let bytes: auto = string_to_bytes(text);,let bytes: <explicit_type> = string_to_bytes(text);
stdlib/fs.asthra,638,auto_type,MEDIUM,Auto type annotation should be explicit type,let result: auto = close_file_handle(self.handle);,let result: <explicit_type> = close_file_handle(self.handle);
stdlib/fs.asthra,686,auto_type,MEDIUM,Auto type annotation should be explicit type,let parent_result: auto = get_parent_path(path);,let parent_result: <explicit_type> = get_parent_path(path);
stdlib/fs.asthra,690,auto_type,MEDIUM,Auto type annotation should be explicit type,let parent_result: auto = create_dir_all(parent);,let parent_result: <explicit_type> = create_dir_all(parent);
stdlib/fs.asthra,733,auto_type,MEDIUM,Auto type annotation should be explicit type,let options: auto = DirOptions {;,let options: <explicit_type> = DirOptions {;
stdlib/fs.asthra,741,auto_type,MEDIUM,Auto type annotation should be explicit type,"let iterator_result: auto = read_dir_with_options(path, options);","let iterator_result: <explicit_type> = read_dir_with_options(path, options);"
stdlib/fs.asthra,744,auto_type,MEDIUM,Auto type annotation should be explicit type,let entries_result: auto = iterator.collect();,let entries_result: <explicit_type> = iterator.collect();
stdlib/fs.asthra,815,auto_type,MEDIUM,Auto type annotation should be explicit type,let access_mode: auto = match mode {;,let access_mode: <explicit_type> = match mode {;
stdlib/crypto.asthra,114,empty_params,HIGH,Function with empty parameter list should use (none),"fn generate_aes256_key() -> Result<[]u8, CryptoError> {","fn generate_aes256_key(none) -> Result<[]u8, CryptoError> {"
stdlib/crypto.asthra,119,empty_params,HIGH,Function with empty parameter list should use (none),"fn generate_chacha20_key() -> Result<[]u8, CryptoError> {","fn generate_chacha20_key(none) -> Result<[]u8, CryptoError> {"
stdlib/crypto.asthra,124,empty_params,HIGH,Function with empty parameter list should use (none),"fn generate_hmac_key() -> Result<[]u8, CryptoError> {","fn generate_hmac_key(none) -> Result<[]u8, CryptoError> {"
stdlib/crypto.asthra,134,empty_params,HIGH,Function with empty parameter list should use (none),"extern ""libcrypto"" fn EVP_CIPHER_CTX_new() -> *mut void;","extern ""libcrypto"" fn EVP_CIPHER_CTX_new(none) -> *mut void;"
stdlib/crypto.asthra,136,empty_params,HIGH,Function with empty parameter list should use (none),"extern ""libcrypto"" fn EVP_aes_256_gcm() -> *const void;","extern ""libcrypto"" fn EVP_aes_256_gcm(none) -> *const void;"
stdlib/crypto.asthra,267,empty_params,HIGH,Function with empty parameter list should use (none),"extern ""libcrypto"" fn EVP_CIPHER_CTX_new() -> *mut void;","extern ""libcrypto"" fn EVP_CIPHER_CTX_new(none) -> *mut void;"
stdlib/crypto.asthra,269,empty_params,HIGH,Function with empty parameter list should use (none),"extern ""libcrypto"" fn EVP_aes_256_gcm() -> *const void;","extern ""libcrypto"" fn EVP_aes_256_gcm(none) -> *const void;"
stdlib/crypto.asthra,403,empty_params,HIGH,Function with empty parameter list should use (none),"extern ""libcrypto"" fn EVP_CIPHER_CTX_new() -> *mut void;","extern ""libcrypto"" fn EVP_CIPHER_CTX_new(none) -> *mut void;"
stdlib/crypto.asthra,405,empty_params,HIGH,Function with empty parameter list should use (none),"extern ""libcrypto"" fn EVP_chacha20_poly1305() -> *const void;","extern ""libcrypto"" fn EVP_chacha20_poly1305(none) -> *const void;"
stdlib/crypto.asthra,536,empty_params,HIGH,Function with empty parameter list should use (none),"extern ""libcrypto"" fn EVP_CIPHER_CTX_new() -> *mut void;","extern ""libcrypto"" fn EVP_CIPHER_CTX_new(none) -> *mut void;"
stdlib/crypto.asthra,538,empty_params,HIGH,Function with empty parameter list should use (none),"extern ""libcrypto"" fn EVP_chacha20_poly1305() -> *const void;","extern ""libcrypto"" fn EVP_chacha20_poly1305(none) -> *const void;"
